verified_reviews,sentiment
"Dim Sum is Okay.  Staff and service are good. Dim Sum prices are pretty good.\n\nAverage Chinese Dim Sum place, but don't know any place better that is close to the strip.\n\nOverall three stars, just close your eyes if you need to go to the restroom.",Neutral
"This place has a great menu, but they need to lighten up on the dressing. It was overwhelming how much thousand island they put on my small sub, like half a bottles worth. Whoa. I wiped some of the dressing off and realized this place is a bit overrated.",Neutral
mehhh I've had better for less.... I'm talking about the food and service(lack of) Go to Mcdonalds or dennys instead. It's just convenient but then you wait 45 minutes for chicken tenders that are mediocre at best,Negative
I love Starbucks but this one I try to avoid because they are always so busy. Drive threw I usually wait 15-20 minutes .,Negative
The beverages are good.  The food is average.  Everything tastes a bit bland.,Neutral
"I had the dumplings and house special noodles, very flavorful and filling. The place was busy but had quick service. The crowd was notably diverse: Chinese couples going to ASU, Russians, Latinos, Anglos and African Americans, all in for good cheap food.",Positive
The locals like this place and so do I.  Tortillas made right in front of you and the menu is full of pics in case you don't know what something is.  Couple of good salsas too at the salsa bar.,Neutral
"Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker.",Positive
Omg can food take any longer.. There is no one even in here.. Dam now i know why this place has 2 stars..,Negative
Very disappointed there was no sushi. Food was meh. We got ignored most of the night.  Oriental people came in 40 mins after us and got served before us.,Negative
I found their flowers and customer service to be exemplary.  I would definitely recommend this place to a friend.  I needed a last minute arrangement for a family event.  They came through big time with something affordable and stunning.,Positive
just avoid.......this hotellllllll\n\nperiod!!!!,Negative
They took forever & messed up all our orders! \nThanks guys you have terrible service.,Negative
"I like the option for white, but it’s bizarre that it comes with a black cord. I have a white kitchen, so now I have this stands-out-like-a-sore-thumb black power cord. For aesthetic purposes, I was happier with my year-old white Echo (not Show) because it came with a white powercord. This seems like a major design flaw in the “white” option. I strongly urge Amazon to change out the powercord to white.",Neutral
We have set up alexa to blue tooth speakers and enjoy listening to music outdoors.  Can't wait to try more new stuff using Alexa!,Positive
"Food was good, but not blown away by the taste. Somewhat overpriced. Service was so-so. Ambiance is decent.",Neutral
"I've had better burgers before. Fries were pretty good. Definitely wouldn't pay that price again, too expensive. Place was kind of dirty.",Neutral
I love it...... I want to get another one very  very  soon,Positive
really fun club to hit up if ever in MGM Grand. Pretty small little club though. The drinks were ok and the music was pretty good. Just a small place.,Neutral
I was very happy with my enchildas and side dishes. Chips and salsa were not as good as I have had at other Mexican places in town.,Neutral
Talk about rude & mean.  This place is awful!,Negative
"The pros: The view. you save about 20$ just for going up.\n the food was very very good, the service was excellent\n\nThe cons: Very overpriced.",Neutral
Love being able to read the lyrics of my favorite songs.,Positive
Have Alexa throughout the house----the future has arrived!,Positive
"I love the fact, that I can unplug it, and take it to my basement when I want do laundry.",Positive
"Good food, open late is great.",Neutral
"Stopped in here for a quick beer.  Didn't have a chance to try their food, but it smelled and looked amazing.  I'll have to give it a shot next time.  Bartenders were very attentive  even though they were packed.  Great looking outdoor patio too.",Positive
"Wow!,  all the reviewers that gave 5 stars were filtered.   Maybe, this filter things works. Anyway, I called twice today to get info on boarding and twice was told they would call back in 5-10 minutes.  La la la la la. Still waiting. Business must be good.",Negative
Very busy place and usually a delayed time to see the doctor even if you have an appointment set.,Neutral
I can't live without Alexa.,Positive
Its work perfect an I must introduce the rest of the device to complete the functions.,Positive
Love it!  Works perfectly!,Positive
"I've had an Alexa Dot for some time but I'm really enjoying the Alexa Show. It's great to have a visual whether it's a song or the weather. Played Jeapordy, but I'm not good at it. You do learn trivia and no one's watching! Love that recipes are visible and movies are available. Haven't had it long enough to try everything.",Positive
"This company has moved but never changed their address on their website.  Their new address is 3131 E. Camelback Road, Suite 200, Phoenix, AZ  85016. Their phone number is 602-508-1883.  They are located at 32nd Street and Camelback.",Negative
